utc_timestamp,cet_cest_timestamp,NL_load_actual_entsoe_transparency,NL_load_forecast_entsoe_transparency,NL_solar_generation_actual,NL_wind_generation_actual,NL_wind_offshore_generation_actual,NL_wind_onshore_generation_actual
2015-09-03T09:00:00Z,2015-09-03T11:00:00+0200,13350,14712,460,393,6,387
2015-09-03T10:00:00Z,2015-09-03T12:00:00+0200,13277,14633,462,508,4,505
2015-09-03T11:00:00Z,2015-09-03T13:00:00+0200,13273,14661,419,456,25,431
2015-09-03T12:00:00Z,2015-09-03T14:00:00+0200,13177,14728,386,433,57,376
2015-09-03T13:00:00Z,2015-09-03T15:00:00+0200,13063,14675,339,532,76,456
2015-09-03T14:00:00Z,2015-09-03T16:00:00+0200,13067,14745,214,548,69,478
2015-09-03T15:00:00Z,2015-09-03T17:00:00+0200,13096,14900,156,596,102,495
2015-09-03T16:00:00Z,2015-09-03T18:00:00+0200,12560,14541,77,720,134,585
2015-09-03T17:00:00Z,2015-09-03T19:00:00+0200,12295,14358,22,527,154,373
2015-09-03T18:00:00Z,2015-09-03T20:00:00+0200,12436,14299,0,604,183,421
2015-09-03T19:00:00Z,2015-09-03T21:00:00+0200,12133,14341,0,600,193,407
2015-09-03T20:00:00Z,2015-09-03T22:00:00+0200,11090,13517,0,823,230,593
2015-09-03T21:00:00Z,2015-09-03T23:00:00+0200,10169,12623,0,976,280,697
2015-09-03T22:00:00Z,2015-09-04T00:00:00+0200,8962,11628,0,1161,296,865
2015-09-03T23:00:00Z,2015-09-04T01:00:00+0200,8313,10918,0,1262,294,968
2015-09-04T00:00:00Z,2015-09-04T02:00:00+0200,8032,10514,0,1432,312,1120
2015-09-04T01:00:00Z,2015-09-04T03:00:00+0200,7911,10355,0,1468,312,1156
2015-09-04T02:00:00Z,2015-09-04T04:00:00+0200,7943,10311,0,1455,300,1155
2015-09-04T03:00:00Z,2015-09-04T05:00:00+0200,8347,10627,0,1499,310,1189
2015-09-04T04:00:00Z,2015-09-04T06:00:00+0200,9602,11556,0,1549,310,1239
2015-09-04T05:00:00Z,2015-09-04T07:00:00+0200,11264,12829,20,1639,311,1328
2015-09-04T06:00:00Z,2015-09-04T08:00:00+0200,12593,14001,101,1657,314,1343
2015-09-04T07:00:00Z,2015-09-04T09:00:00+0200,13194,14701,234,1696,315,1381
2015-09-04T08:00:00Z,2015-09-04T10:00:00+0200,13302,14997,340,1852,319,1533
2015-09-04T09:00:00Z,2015-09-04T11:00:00+0200,13301,15039,312,2043,318,1726
2015-09-04T10:00:00Z,2015-09-04T12:00:00+0200,13100,14808,276,2175,316,1859
2015-09-04T11:00:00Z,2015-09-04T13:00:00+0200,13107,14736,271,2375,314,2060
2015-09-04T12:00:00Z,2015-09-04T14:00:00+0200,13024,14733,291,2316,315,2001
2015-09-04T13:00:00Z,2015-09-04T15:00:00+0200,12952,14663,228,2371,315,2056
2015-09-04T14:00:00Z,2015-09-04T16:00:00+0200,12954,14674,176,2359,317,2042
2015-09-04T15:00:00Z,2015-09-04T17:00:00+0200,13098,14827,125,1979,318,1660
2015-09-04T16:00:00Z,2015-09-04T18:00:00+0200,12573,14462,69,1505,312,1193
2015-09-04T17:00:00Z,2015-09-04T19:00:00+0200,12166,14129,23,1438,307,1131
2015-09-04T18:00:00Z,2015-09-04T20:00:00+0200,12127,13894,0,1421,285,1135
2015-09-04T19:00:00Z,2015-09-04T21:00:00+0200,11600,13975,0,1429,293,1137
2015-09-04T20:00:00Z,2015-09-04T22:00:00+0200,10700,13248,0,1585,295,1290
2015-09-04T21:00:00Z,2015-09-04T23:00:00+0200,9944,12458,0,1477,297,1180
2015-09-04T22:00:00Z,2015-09-05T00:00:00+0200,9208,12923,0,1359,295,1064
2015-09-04T23:00:00Z,2015-09-05T01:00:00+0200,8536,12015,0,1275,283,991
2015-09-05T00:00:00Z,2015-09-05T02:00:00+0200,8137,11511,0,1277,294,983
2015-09-05T01:00:00Z,2015-09-05T03:00:00+0200,7952,11255,0,1459,285,1174
2015-09-05T02:00:00Z,2015-09-05T04:00:00+0200,7868,11119,0,1387,197,1190
2015-09-05T03:00:00Z,2015-09-05T05:00:00+0200,7968,11123,0,1156,203,953
2015-09-05T04:00:00Z,2015-09-05T06:00:00+0200,8310,11214,0,1246,262,984
2015-09-05T05:00:00Z,2015-09-05T07:00:00+0200,8828,11550,12,1472,304,1168
2015-09-05T06:00:00Z,2015-09-05T08:00:00+0200,9822,12238,74,1641,299,1342
2015-09-05T07:00:00Z,2015-09-05T09:00:00+0200,10787,12864,163,1702,288,1413
2015-09-05T08:00:00Z,2015-09-05T10:00:00+0200,11202,12983,230,1777,303,1474
2015-09-05T09:00:00Z,2015-09-05T11:00:00+0200,11226,12995,319,1719,295,1424
2015-09-05T10:00:00Z,2015-09-05T12:00:00+0200,11074,12808,272,1963,305,1658
2015-09-05T11:00:00Z,2015-09-05T13:00:00+0200,10800,12625,210,1841,255,1586
2015-09-05T12:00:00Z,2015-09-05T14:00:00+0200,10486,12550,152,1992,311,1681
2015-09-05T13:00:00Z,2015-09-05T15:00:00+0200,10321,12544,132,2095,270,1824
2015-09-05T14:00:00Z,2015-09-05T16:00:00+0200,10287,12706,142,2221,312,1909
2015-09-05T15:00:00Z,2015-09-05T17:00:00+0200,10614,13026,123,2234,316,1917
2015-09-05T16:00:00Z,2015-09-05T18:00:00+0200,10708,13275,84,2185,309,1876
2015-09-05T17:00:00Z,2015-09-05T19:00:00+0200,10550,13272,27,2152,315,1837
2015-09-05T18:00:00Z,2015-09-05T20:00:00+0200,10754,13286,1,2215,312,1903
2015-09-05T19:00:00Z,2015-09-05T21:00:00+0200,10574,13429,0,2111,311,1800
2015-09-05T20:00:00Z,2015-09-05T22:00:00+0200,9938,13094,0,2027,302,1725
2015-09-05T21:00:00Z,2015-09-05T23:00:00+0200,9197,12470,0,2103,305,1798
2015-09-05T22:00:00Z,2015-09-06T00:00:00+0200,8422,11725,0,2139,315,1824
2015-09-05T23:00:00Z,2015-09-06T01:00:00+0200,7831,10947,0,2023,315,1708
2015-09-06T00:00:00Z,2015-09-06T02:00:00+0200,7539,10446,0,1983,312,1671
2015-09-06T01:00:00Z,2015-09-06T03:00:00+0200,7388,10229,0,2050,313,1737
2015-09-06T02:00:00Z,2015-09-06T04:00:00+0200,7328,9998,0,1830,312,1518
2015-09-06T03:00:00Z,2015-09-06T05:00:00+0200,7374,9949,0,1780,309,1471
2015-09-06T04:00:00Z,2015-09-06T06:00:00+0200,7476,9805,0,1695,310,1385
2015-09-06T05:00:00Z,2015-09-06T07:00:00+0200,7630,9723,16,1700,307,1393
2015-09-06T06:00:00Z,2015-09-06T08:00:00+0200,8259,10172,101,1666,301,1365
2015-09-06T07:00:00Z,2015-09-06T09:00:00+0200,8933,10678,217,1702,288,1414
2015-09-06T08:00:00Z,2015-09-06T10:00:00+0200,9316,10948,313,1742,271,1471
2015-09-06T09:00:00Z,2015-09-06T11:00:00+0200,9594,11098,357,1762,219,1543
2015-09-06T10:00:00Z,2015-09-06T12:00:00+0200,9749,11168,383,1753,212,1542
2015-09-06T11:00:00Z,2015-09-06T13:00:00+0200,9676,10915,345,1581,262,1319
2015-09-06T12:00:00Z,2015-09-06T14:00:00+0200,9508,10961,370,1525,245,1280
2015-09-06T13:00:00Z,2015-09-06T15:00:00+0200,9249,11030,317,1627,232,1396
2015-09-06T14:00:00Z,2015-09-06T16:00:00+0200,9392,11368,264,1469,159,1310
2015-09-06T15:00:00Z,2015-09-06T17:00:00+0200,10119,12194,193,1308,155,1153
2015-09-06T16:00:00Z,2015-09-06T18:00:00+0200,10382,12677,94,1208,275,933
2015-09-06T17:00:00Z,2015-09-06T19:00:00+0200,10330,12928,23,1218,302,915
2015-09-06T18:00:00Z,2015-09-06T20:00:00+0200,10768,13309,0,1372,285,1088
2015-09-06T19:00:00Z,2015-09-06T21:00:00+0200,10551,13635,0,1381,261,1120
2015-09-06T20:00:00Z,2015-09-06T22:00:00+0200,9840,13167,0,1427,242,1185
2015-09-06T21:00:00Z,2015-09-06T23:00:00+0200,8980,12469,0,1373,262,1111
2015-09-06T22:00:00Z,2015-09-07T00:00:00+0200,8292,11746,0,1358,277,1080
2015-09-06T23:00:00Z,2015-09-07T01:00:00+0200,7854,11190,0,1356,268,1087
2015-09-07T00:00:00Z,2015-09-07T02:00:00+0200,7664,10909,0,1381,236,1145
2015-09-07T01:00:00Z,2015-09-07T03:00:00+0200,7622,10797,0,1269,260,1009
2015-09-07T02:00:00Z,2015-09-07T04:00:00+0200,7730,10889,0,1045,284,761
2015-09-07T03:00:00Z,2015-09-07T05:00:00+0200,8226,11198,0,961,270,691
2015-09-07T04:00:00Z,2015-09-07T06:00:00+0200,9578,12356,0,843,254,589
2015-09-07T05:00:00Z,2015-09-07T07:00:00+0200,11282,13804,6,770,224,546
2015-09-07T06:00:00Z,2015-09-07T08:00:00+0200,12618,15045,37,700,186,513
2015-09-07T07:00:00Z,2015-09-07T09:00:00+0200,13116,15702,89,763,180,583
2015-09-07T08:00:00Z,2015-09-07T10:00:00+0200,13168,15828,156,626,157,470
2015-09-07T09:00:00Z,2015-09-07T11:00:00+0200,13248,16031,224,648,154,495
2015-09-07T10:00:00Z,2015-09-07T12:00:00+0200,13108,16076,264,633,119,514
2015-09-07T11:00:00Z,2015-09-07T13:00:00+0200,13202,16209,245,598,103,496
2015-09-07T12:00:00Z,2015-09-07T14:00:00+0200,13138,16261,233,669,115,554
2015-09-07T13:00:00Z,2015-09-07T15:00:00+0200,13057,16178,227,664,129,535
2015-09-07T14:00:00Z,2015-09-07T16:00:00+0200,13077,16297,200,690,140,549
2015-09-07T15:00:00Z,2015-09-07T17:00:00+0200,13130,16437,149,696,161,535
2015-09-07T16:00:00Z,2015-09-07T18:00:00+0200,12530,15949,74,657,139,518
2015-09-07T17:00:00Z,2015-09-07T19:00:00+0200,12244,15528,15,598,127,470
2015-09-07T18:00:00Z,2015-09-07T20:00:00+0200,12440,15581,0,459,132,327
2015-09-07T19:00:00Z,2015-09-07T21:00:00+0200,12033,15515,0,350,120,230
2015-09-07T20:00:00Z,2015-09-07T22:00:00+0200,10953,14560,0,354,136,218
2015-09-07T21:00:00Z,2015-09-07T23:00:00+0200,9974,13442,0,452,149,304
2015-09-07T22:00:00Z,2015-09-08T00:00:00+0200,8795,12199,0,497,122,375
2015-09-07T23:00:00Z,2015-09-08T01:00:00+0200,8206,11375,0,460,104,356
2015-09-08T00:00:00Z,2015-09-08T02:00:00+0200,7969,10967,0,517,90,427
2015-09-08T01:00:00Z,2015-09-08T03:00:00+0200,7862,10760,0,524,70,453
2015-09-08T02:00:00Z,2015-09-08T04:00:00+0200,7914,10683,0,512,92,419
2015-09-08T03:00:00Z,2015-09-08T05:00:00+0200,8346,10920,0,419,80,339
2015-09-08T04:00:00Z,2015-09-08T06:00:00+0200,9666,11996,0,380,40,340
2015-09-08T05:00:00Z,2015-09-08T07:00:00+0200,11381,13662,8,283,25,259
2015-09-08T06:00:00Z,2015-09-08T08:00:00+0200,12626,14721,59,204,26,178
2015-09-08T07:00:00Z,2015-09-08T09:00:00+0200,13135,15268,136,240,31,209
2015-09-08T08:00:00Z,2015-09-08T10:00:00+0200,13155,15340,200,195,32,162
2015-09-08T09:00:00Z,2015-09-08T11:00:00+0200,13217,15315,211,146,34,111
2015-09-08T10:00:00Z,2015-09-08T12:00:00+0200,13101,15028,239,90,13,77
2015-09-08T11:00:00Z,2015-09-08T13:00:00+0200,13139,14785,273,89,17,72
2015-09-08T12:00:00Z,2015-09-08T14:00:00+0200,13042,14688,287,77,23,54
2015-09-08T13:00:00Z,2015-09-08T15:00:00+0200,12926,14659,261,99,17,82
2015-09-08T14:00:00Z,2015-09-08T16:00:00+0200,12875,14928,218,119,22,97
2015-09-08T15:00:00Z,2015-09-08T17:00:00+0200,12884,15341,149,143,39,104
2015-09-08T16:00:00Z,2015-09-08T18:00:00+0200,12289,15176,74,174,46,128
2015-09-08T17:00:00Z,2015-09-08T19:00:00+0200,12040,14842,19,146,41,105
2015-09-08T18:00:00Z,2015-09-08T20:00:00+0200,12336,14916,0,121,41,81
2015-09-08T19:00:00Z,2015-09-08T21:00:00+0200,11942,15084,0,91,16,75
2015-09-08T20:00:00Z,2015-09-08T22:00:00+0200,10803,14150,0,100,16,85
2015-09-08T21:00:00Z,2015-09-08T23:00:00+0200,9852,13031,0,109,21,88
2015-09-08T22:00:00Z,2015-09-09T00:00:00+0200,8892,10759,0,126,31,95
2015-09-08T23:00:00Z,2015-09-09T01:00:00+0200,8250,10045,0,159,47,112
2015-09-09T00:00:00Z,2015-09-09T02:00:00+0200,7999,9713,0,133,44,89
2015-09-09T01:00:00Z,2015-09-09T03:00:00+0200,7877,9617,0,111,38,73
2015-09-09T02:00:00Z,2015-09-09T04:00:00+0200,7919,9654,0,103,28,75
2015-09-09T03:00:00Z,2015-09-09T05:00:00+0200,8320,10023,0,117,19,98
2015-09-09T04:00:00Z,2015-09-09T06:00:00+0200,9584,11071,0,147,16,131
2015-09-09T05:00:00Z,2015-09-09T07:00:00+0200,11240,12622,16,128,13,115
2015-09-09T06:00:00Z,2015-09-09T08:00:00+0200,12490,14075,123,135,14,121
2015-09-09T07:00:00Z,2015-09-09T09:00:00+0200,12865,14634,299,109,27,82
2015-09-09T08:00:00Z,2015-09-09T10:00:00+0200,12815,14659,468,132,20,113
2015-09-09T09:00:00Z,2015-09-09T11:00:00+0200,12756,14643,574,233,12,221
2015-09-09T10:00:00Z,2015-09-09T12:00:00+0200,12569,14409,564,339,9,329
2015-09-09T11:00:00Z,2015-09-09T13:00:00+0200,12630,14351,571,405,20,385
2015-09-09T12:00:00Z,2015-09-09T14:00:00+0200,12545,14471,537,446,57,390
2015-09-09T13:00:00Z,2015-09-09T15:00:00+0200,12458,14566,491,575,118,457
2015-09-09T14:00:00Z,2015-09-09T16:00:00+0200,12454,14603,411,551,111,440
2015-09-09T15:00:00Z,2015-09-09T17:00:00+0200,12617,14779,286,529,98,431
2015-09-09T16:00:00Z,2015-09-09T18:00:00+0200,12052,14216,139,517,123,394
2015-09-09T17:00:00Z,2015-09-09T19:00:00+0200,11764,13872,30,503,147,356
2015-09-09T18:00:00Z,2015-09-09T20:00:00+0200,12157,13882,0,677,173,504
2015-09-09T19:00:00Z,2015-09-09T21:00:00+0200,11868,14154,0,896,141,755
2015-09-09T20:00:00Z,2015-09-09T22:00:00+0200,10813,13413,0,1130,121,1009
2015-09-09T21:00:00Z,2015-09-09T23:00:00+0200,9855,12452,0,1245,119,1126
2015-09-09T22:00:00Z,2015-09-10T00:00:00+0200,8882,11484,0,1205,147,1057
2015-09-09T23:00:00Z,2015-09-10T01:00:00+0200,8271,10696,0,1022,176,847
2015-09-10T00:00:00Z,2015-09-10T02:00:00+0200,8000,10234,0,1011,189,822
2015-09-10T01:00:00Z,2015-09-10T03:00:00+0200,7926,10065,0,923,177,746
2015-09-10T02:00:00Z,2015-09-10T04:00:00+0200,7945,10011,0,891,152,740
2015-09-10T03:00:00Z,2015-09-10T05:00:00+0200,8351,10315,0,814,141,673
2015-09-10T04:00:00Z,2015-09-10T06:00:00+0200,9683,11337,0,741,152,589
2015-09-10T05:00:00Z,2015-09-10T07:00:00+0200,11266,12815,19,772,154,618
2015-09-10T06:00:00Z,2015-09-10T08:00:00+0200,12459,14048,136,626,136,490
2015-09-10T07:00:00Z,2015-09-10T09:00:00+0200,12826,14625,312,389,103,286
2015-09-10T08:00:00Z,2015-09-10T10:00:00+0200,12741,14737,479,305,71,234
2015-09-10T09:00:00Z,2015-09-10T11:00:00+0200,12672,14847,604,403,69,334
2015-09-10T10:00:00Z,2015-09-10T12:00:00+0200,12402,14805,686,574,92,482
2015-09-10T11:00:00Z,2015-09-10T13:00:00+0200,12470,14806,700,655,111,543
2015-09-10T12:00:00Z,2015-09-10T14:00:00+0200,12421,14828,662,647,110,537
2015-09-10T13:00:00Z,2015-09-10T15:00:00+0200,12375,14753,578,733,140,593
2015-09-10T14:00:00Z,2015-09-10T16:00:00+0200,12412,14772,453,829,173,656
2015-09-10T15:00:00Z,2015-09-10T17:00:00+0200,12607,14859,305,877,181,696
2015-09-10T16:00:00Z,2015-09-10T18:00:00+0200,12222,14433,144,770,176,594
2015-09-10T17:00:00Z,2015-09-10T19:00:00+0200,12008,14258,27,642,165,477
2015-09-10T18:00:00Z,2015-09-10T20:00:00+0200,12396,14304,0,817,144,673
2015-09-10T19:00:00Z,2015-09-10T21:00:00+0200,11894,14234,0,1111,135,976
2015-09-10T20:00:00Z,2015-09-10T22:00:00+0200,10818,13327,0,1142,152,990
2015-09-10T21:00:00Z,2015-09-10T23:00:00+0200,9874,12325,0,1213,192,1021
2015-09-10T22:00:00Z,2015-09-11T00:00:00+0200,8959,11236,0,1101,191,911
2015-09-10T23:00:00Z,2015-09-11T01:00:00+0200,8309,10470,0,984,155,829
2015-09-11T00:00:00Z,2015-09-11T02:00:00+0200,8007,10012,0,927,137,790
2015-09-11T01:00:00Z,2015-09-11T03:00:00+0200,7878,9846,0,873,119,754
2015-09-11T02:00:00Z,2015-09-11T04:00:00+0200,7912,9866,0,787,135,652
2015-09-11T03:00:00Z,2015-09-11T05:00:00+0200,8323,10168,0,734,124,611
2015-09-11T04:00:00Z,2015-09-11T06:00:00+0200,9622,11197,0,847,97,750
2015-09-11T05:00:00Z,2015-09-11T07:00:00+0200,11184,12517,17,828,96,732
2015-09-11T06:00:00Z,2015-09-11T08:00:00+0200,12395,13737,132,570,98,472
2015-09-11T07:00:00Z,2015-09-11T09:00:00+0200,12791,14433,311,338,116,223
2015-09-11T08:00:00Z,2015-09-11T10:00:00+0200,12704,14524,474,229,78,151
2015-09-11T09:00:00Z,2015-09-11T11:00:00+0200,12587,14429,595,245,66,179
2015-09-11T10:00:00Z,2015-09-11T12:00:00+0200,12322,14239,661,249,55,194
2015-09-11T11:00:00Z,2015-09-11T13:00:00+0200,12308,14144,676,212,39,173
2015-09-11T12:00:00Z,2015-09-11T14:00:00+0200,12200,14142,640,166,29,138
2015-09-11T13:00:00Z,2015-09-11T15:00:00+0200,12090,14064,543,155,26,129
2015-09-11T14:00:00Z,2015-09-11T16:00:00+0200,12079,14062,415,133,18,116
2015-09-11T15:00:00Z,2015-09-11T17:00:00+0200,12244,14277,282,159,25,135
2015-09-11T16:00:00Z,2015-09-11T18:00:00+0200,11840,14047,129,183,35,148
2015-09-11T17:00:00Z,2015-09-11T19:00:00+0200,11522,13731,22,222,37,184
2015-09-11T18:00:00Z,2015-09-11T20:00:00+0200,11881,13661,0,427,40,387
2015-09-11T19:00:00Z,2015-09-11T21:00:00+0200,11338,13663,0,708,57,651
2015-09-11T20:00:00Z,2015-09-11T22:00:00+0200,10408,12766,0,894,76,818
2015-09-11T21:00:00Z,2015-09-11T23:00:00+0200,9700,12030,0,865,96,769
2015-09-11T22:00:00Z,2015-09-12T00:00:00+0200,8802,12470,0,805,100,705
2015-09-11T23:00:00Z,2015-09-12T01:00:00+0200,8092,11563,0,718,95,624
2015-09-12T00:00:00Z,2015-09-12T02:00:00+0200,7715,11064,0,624,86,538
2015-09-12T01:00:00Z,2015-09-12T03:00:00+0200,7528,10772,0,632,85,547
2015-09-12T02:00:00Z,2015-09-12T04:00:00+0200,7484,10664,0,641,111,531
2015-09-12T03:00:00Z,2015-09-12T05:00:00+0200,7580,10719,0,641,109,533
2015-09-12T04:00:00Z,2015-09-12T06:00:00+0200,8027,10959,0,577,90,487
2015-09-12T05:00:00Z,2015-09-12T07:00:00+0200,8578,11291,2,682,114,568
2015-09-12T06:00:00Z,2015-09-12T08:00:00+0200,9500,12058,28,784,166,618
2015-09-12T07:00:00Z,2015-09-12T09:00:00+0200,10436,12607,125,707,137,570
2015-09-12T08:00:00Z,2015-09-12T10:00:00+0200,10762,12711,231,679,105,574
2015-09-12T09:00:00Z,2015-09-12T11:00:00+0200,10724,12571,366,604,96,508
2015-09-12T10:00:00Z,2015-09-12T12:00:00+0200,10495,12339,305,598,119,480
2015-09-12T11:00:00Z,2015-09-12T13:00:00+0200,10350,12054,199,558,98,460
2015-09-12T12:00:00Z,2015-09-12T14:00:00+0200,10293,11874,126,609,97,512
2015-09-12T13:00:00Z,2015-09-12T15:00:00+0200,10250,11801,125,805,136,670
2015-09-12T14:00:00Z,2015-09-12T16:00:00+0200,10417,11995,116,734,133,601
2015-09-12T15:00:00Z,2015-09-12T17:00:00+0200,10775,12299,76,566,91,475
2015-09-12T16:00:00Z,2015-09-12T18:00:00+0200,10758,12618,35,585,81,504
2015-09-12T17:00:00Z,2015-09-12T19:00:00+0200,10592,12665,7,455,73,382
2015-09-12T18:00:00Z,2015-09-12T20:00:00+0200,10816,12743,0,421,60,360
2015-09-12T19:00:00Z,2015-09-12T21:00:00+0200,10316,12937,0,367,81,286
2015-09-12T20:00:00Z,2015-09-12T22:00:00+0200,9732,12539,0,337,112,226
2015-09-12T21:00:00Z,2015-09-12T23:00:00+0200,8995,11831,0,267,94,173
2015-09-12T22:00:00Z,2015-09-13T00:00:00+0200,8271,11070,0,244,94,151
2015-09-12T23:00:00Z,2015-09-13T01:00:00+0200,7710,10301,0,214,73,141
2015-09-13T00:00:00Z,2015-09-13T02:00:00+0200,7422,9849,0,172,48,124
2015-09-13T01:00:00Z,2015-09-13T03:00:00+0200,7240,9600,0,169,34,135
2015-09-13T02:00:00Z,2015-09-13T04:00:00+0200,7172,9468,0,231,66,165
2015-09-13T03:00:00Z,2015-09-13T05:00:00+0200,7206,9469,0,321,138,183
2015-09-13T04:00:00Z,2015-09-13T06:00:00+0200,7374,9490,0,346,120,226
2015-09-13T05:00:00Z,2015-09-13T07:00:00+0200,7524,9464,9,310,107,204
2015-09-13T06:00:00Z,2015-09-13T08:00:00+0200,8164,9850,70,253,114,139
2015-09-13T07:00:00Z,2015-09-13T09:00:00+0200,8707,10377,158,267,144,123
2015-09-13T08:00:00Z,2015-09-13T10:00:00+0200,9078,10500,234,270,158,112
2015-09-13T09:00:00Z,2015-09-13T11:00:00+0200,9287,10616,252,210,95,114
2015-09-13T10:00:00Z,2015-09-13T12:00:00+0200,9408,10601,253,97,62,34
2015-09-13T11:00:00Z,2015-09-13T13:00:00+0200,9320,10425,225,61,27,33
2015-09-13T12:00:00Z,2015-09-13T14:00:00+0200,9171,10491,208,95,4,91
2015-09-13T13:00:00Z,2015-09-13T15:00:00+0200,9185,10599,162,183,1,182
2015-09-13T14:00:00Z,2015-09-13T16:00:00+0200,9508,11088,110,370,1,368
2015-09-13T15:00:00Z,2015-09-13T17:00:00+0200,10277,12072,92,523,51,471
2015-09-13T16:00:00Z,2015-09-13T18:00:00+0200,10545,12604,42,761,105,656
2015-09-13T17:00:00Z,2015-09-13T19:00:00+0200,10572,12792,4,859,155,705
2015-09-13T18:00:00Z,2015-09-13T20:00:00+0200,10927,13162,0,1183,222,961
2015-09-13T19:00:00Z,2015-09-13T21:00:00+0200,10494,13413,0,1312,218,1094
2015-09-13T20:00:00Z,2015-09-13T22:00:00+0200,9808,12774,0,1503,262,1240
2015-09-13T21:00:00Z,2015-09-13T23:00:00+0200,8932,12039,0,1513,298,1215
2015-09-13T22:00:00Z,2015-09-14T00:00:00+0200,8412,11514,0,1425,278,1147
2015-09-13T23:00:00Z,2015-09-14T01:00:00+0200,7940,11053,0,1354,244,1110
2015-09-14T00:00:00Z,2015-09-14T02:00:00+0200,7773,10786,0,1153,183,970
2015-09-14T01:00:00Z,2015-09-14T03:00:00+0200,7690,10727,0,722,96,626
2015-09-14T02:00:00Z,2015-09-14T04:00:00+0200,7793,10930,0,475,78,397
2015-09-14T03:00:00Z,2015-09-14T05:00:00+0200,8254,11272,0,373,74,299
2015-09-14T04:00:00Z,2015-09-14T06:00:00+0200,9708,12541,0,304,70,234
2015-09-14T05:00:00Z,2015-09-14T07:00:00+0200,11608,13997,3,291,86,205
2015-09-14T06:00:00Z,2015-09-14T08:00:00+0200,12887,15327,59,337,108,229
2015-09-14T07:00:00Z,2015-09-14T09:00:00+0200,13378,15934,157,418,146,272
2015-09-14T08:00:00Z,2015-09-14T10:00:00+0200,13492,15998,213,526,183,344
2015-09-14T09:00:00Z,2015-09-14T11:00:00+0200,13592,16055,340,598,184,414
2015-09-14T10:00:00Z,2015-09-14T12:00:00+0200,13376,16016,430,599,169,430
2015-09-14T11:00:00Z,2015-09-14T13:00:00+0200,13366,16207,364,599,123,476
2015-09-14T12:00:00Z,2015-09-14T14:00:00+0200,13266,16291,289,623,94,530
2015-09-14T13:00:00Z,2015-09-14T15:00:00+0200,13252,16225,267,738,66,672
2015-09-14T14:00:00Z,2015-09-14T16:00:00+0200,13332,16314,299,925,209,717
2015-09-14T15:00:00Z,2015-09-14T17:00:00+0200,13395,16451,224,1255,325,929
2015-09-14T16:00:00Z,2015-09-14T18:00:00+0200,12782,15954,100,1387,303,1084
2015-09-14T17:00:00Z,2015-09-14T19:00:00+0200,12573,15499,18,1185,325,860
2015-09-14T18:00:00Z,2015-09-14T20:00:00+0200,12806,15691,0,1398,329,1069
2015-09-14T19:00:00Z,2015-09-14T21:00:00+0200,12105,15567,0,1667,328,1338
2015-09-14T20:00:00Z,2015-09-14T22:00:00+0200,10966,14518,0,2019,324,1695
2015-09-14T21:00:00Z,2015-09-14T23:00:00+0200,10010,13423,0,2174,324,1849
2015-09-14T22:00:00Z,2015-09-15T00:00:00+0200,8856,12233,0,2314,323,1991
2015-09-14T23:00:00Z,2015-09-15T01:00:00+0200,8213,11390,0,2332,326,2006
2015-09-15T00:00:00Z,2015-09-15T02:00:00+0200,7922,10996,0,2051,320,1731
2015-09-15T01:00:00Z,2015-09-15T03:00:00+0200,7829,10780,0,2047,322,1725
2015-09-15T02:00:00Z,2015-09-15T04:00:00+0200,7884,10742,0,1973,325,1648
2015-09-15T03:00:00Z,2015-09-15T05:00:00+0200,8311,11085,0,1938,320,1618
2015-09-15T04:00:00Z,2015-09-15T06:00:00+0200,9716,12293,0,1683,324,1359
2015-09-15T05:00:00Z,2015-09-15T07:00:00+0200,11447,14059,6,1476,327,1149
2015-09-15T06:00:00Z,2015-09-15T08:00:00+0200,12645,15205,63,1571,328,1242
2015-09-15T07:00:00Z,2015-09-15T09:00:00+0200,13122,15702,185,1742,328,1414
2015-09-15T08:00:00Z,2015-09-15T10:00:00+0200,13141,15642,325,1955,326,1630
2015-09-15T09:00:00Z,2015-09-15T11:00:00+0200,13051,15633,460,1910,326,1584
2015-09-15T10:00:00Z,2015-09-15T12:00:00+0200,12808,15368,502,1939,324,1615
2015-09-15T11:00:00Z,2015-09-15T13:00:00+0200,12956,15301,411,1992,326,1666
2015-09-15T12:00:00Z,2015-09-15T14:00:00+0200,13166,15294,315,1810,323,1487
2015-09-15T13:00:00Z,2015-09-15T15:00:00+0200,13282,15240,282,2072,327,1745
2015-09-15T14:00:00Z,2015-09-15T16:00:00+0200,13264,15421,215,2193,327,1866
2015-09-15T15:00:00Z,2015-09-15T17:00:00+0200,13240,15736,152,2331,326,2005
2015-09-15T16:00:00Z,2015-09-15T18:00:00+0200,12677,15546,59,2430,312,2119
2015-09-15T17:00:00Z,2015-09-15T19:00:00+0200,12551,15256,11,2175,280,1896
2015-09-15T18:00:00Z,2015-09-15T20:00:00+0200,12665,15523,0,2265,326,1938
2015-09-15T19:00:00Z,2015-09-15T21:00:00+0200,11957,15603,0,1865,327,1538
2015-09-15T20:00:00Z,2015-09-15T22:00:00+0200,10880,14428,0,1537,325,1212
2015-09-15T21:00:00Z,2015-09-15T23:00:00+0200,9936,13232,0,1320,287,1033
2015-09-15T22:00:00Z,2015-09-16T00:00:00+0200,9137,11662,0,1012,176,835
2015-09-15T23:00:00Z,2015-09-16T01:00:00+0200,8466,10857,0,778,123,655
